REF_AREA,UNIT_MEASURE,TIME_PERIOD,OBS_VALUE,YEAR,MONTH
US,IX,2024-05,98.45786,2024,5
US,IX,2024-06,98.13678,2024,6
US,IX,2024-07,98.00333,2024,7
US,IX,2024-08,98.07117,2024,8
US,IX,2024-09,98.24528,2024,9
US,IX,2024-10,98.42246,2024,10
US,IX,2024-11,98.56423,2024,11
US,IX,2024-12,98.56442,2024,12
US,IX,2025-01,98.2534,2025,1
US,IX,2025-02,97.64474,2025,2
US,IX,2025-03,96.98816,2025,3
US,IX,2025-04,96.59248,2025,4
US,IX,2025-05,96.618,2025,5
US,IX,2025-06,96.93343,2025,6
US,IX,2025-07,97.09042,2025,7
US,IX,2025-08,96.96207,2025,8
US,IX,2025-09,96.69826,2025,9
US,IX,2025-10,96.46104,2025,10
US,IX,2025-11,96.34068,2025,11
US,IX,2025-12,96.42435,2025,12
US,IX,2026-01,96.62486,2026,1
US,IX,2026-02,96.81005,2026,2
